,Unnamed: 0,age,ethnicity,full_path,gender,name,filename,tag,face_loc,folder,face_location,,male,length_filename
461,461,48,white,23/nm0000123_rm1487702272_1961-5-6_2009.jpg,male,george clooney,nm0000123_rm1487702272_1961-5-6_2009_0.jpg,no-smile,"{'x': 846, 'y': 339, 'w': 378, 'h': 378}",23,"[846, 339, 1224, 717]",,1,42
462,462,54,white,23/nm0000123_rm1584985856_1961-5-6_2015.jpg,male,george clooney,nm0000123_rm1584985856_1961-5-6_2015_0.jpg,no-smile,"{'x': 257, 'y': 138, 'w': 176, 'h': 176}",23,"[257, 138, 433, 314]",,1,42
465,465,54,white,23/nm0000123_rm2468594944_1961-5-6_2015.jpg,male,george clooney,nm0000123_rm2468594944_1961-5-6_2015_0.jpg,smile,"{'x': 365, 'y': 163, 'w': 179, 'h': 179}",23,"[365, 163, 544, 342]",,1,42
466,466,50,white,23/nm0000123_rm2984295680_1961-5-6_2011.jpg,male,george clooney,nm0000123_rm2984295680_1961-5-6_2011_0.jpg,no-smile,"{'x': 566, 'y': 163, 'w': 179, 'h': 179}",23,"[566, 163, 745, 342]",,1,42
467,467,40,white,23/nm0000123_rm3294408704_1961-5-6_2001.jpg,male,george clooney,nm0000123_rm3294408704_1961-5-6_2001_0.jpg,no-smile,"{'x': 69, 'y': 477, 'w': 201, 'h': 201}",23,"[69, 477, 270, 678]",,1,42
468,468,49,white,23/nm0000123_rm3389755136_1961-5-6_2010.jpg,male,george clooney,nm0000123_rm3389755136_1961-5-6_2010_0.jpg,smile,"{'x': 137, 'y': 151, 'w': 122, 'h': 122}",23,"[137, 151, 259, 273]",,1,42
469,469,51,white,23/nm0000123_rm3431640576_1961-5-6_2012.jpg,male,george clooney,nm0000123_rm3431640576_1961-5-6_2012_0.jpg,smile,"{'x': 854, 'y': 362, 'w': 292, 'h': 292}",23,"[854, 362, 1146, 654]",,1,42
470,470,54,white,23/nm0000123_rm3437360128_1961-5-6_2015.jpg,male,george clooney,nm0000123_rm3437360128_1961-5-6_2015_0.jpg,smile,"{'x': 296, 'y': 395, 'w': 292, 'h': 292}",23,"[296, 395, 588, 687]",,1,42
471,471,42,white,23/nm0000123_rm3474561536_1961-5-6_2003.jpg,male,george clooney,nm0000123_rm3474561536_1961-5-6_2003_0.jpg,smile,"{'x': 69, 'y': 86, 'w': 153, 'h': 153}",23,"[69, 86, 222, 239]",,1,42
472,472,54,white,23/nm0000123_rm3760440576_1961-5-6_2015.jpg,male,george clooney,nm0000123_rm3760440576_1961-5-6_2015_0.jpg,smile,"{'x': 728, 'y': 304, 'w': 179, 'h': 179}",23,"[728, 304, 907, 483]",,1,42
473,473,52,white,23/nm0000123_rm3848132864_1961-5-6_2013.jpg,male,george clooney,nm0000123_rm3848132864_1961-5-6_2013_0.jpg,smile,"{'x': 693, 'y': 196, 'w': 192, 'h': 192}",23,"[693, 196, 885, 388]",,1,42
474,474,54,white,23/nm0000123_rm3978544384_1961-5-6_2015.jpg,male,george clooney,nm0000123_rm3978544384_1961-5-6_2015_0.jpg,smile,"{'x': 465, 'y': 203, 'w': 179, 'h': 179}",23,"[465, 203, 644, 382]",,1,42
382,382,35,white,29/nm0000129_rm15308800_1962-7-3_1998.jpg,male,tom cruise,nm0000129_rm15308800_1962-7-3_1998_0.jpg,smile,"{'x': 74, 'y': 74, 'w': 110, 'h': 110}",29,"[74, 74, 184, 184]",,1,40
381,381,45,white,29/nm0000129_rm123648768_1962-7-3_2008.jpg,male,tom cruise,nm0000129_rm123648768_1962-7-3_2008_0.jpg,no-smile,"{'x': 695, 'y': 174, 'w': 110, 'h': 110}",29,"[695, 174, 805, 284]",,1,41
389,389,35,white,29/nm0000129_rm233412608_1962-7-3_1998.jpg,male,tom cruise,nm0000129_rm233412608_1962-7-3_1998_0.jpg,smile,"{'x': 98, 'y': 45, 'w': 79, 'h': 79}",29,"[98, 45, 177, 124]",,1,41
392,392,40,white,29/nm0000129_rm296389888_1962-7-3_2003.jpg,male,tom cruise,nm0000129_rm296389888_1962-7-3_2003_0.jpg,no-smile,"{'x': 423, 'y': 353, 'w': 630, 'h': 630}",29,"[423, 353, 1053, 983]",,1,41
393,393,48,white,29/nm0000129_rm447528448_1962-7-3_2011.jpg,male,tom cruise,nm0000129_rm447528448_1962-7-3_2011_0.jpg,smile,"{'x': 185, 'y': 368, 'w': 548, 'h': 548}",29,"[185, 368, 733, 916]",,1,41
394,394,48,white,29/nm0000129_rm636792832_1962-7-3_2011.jpg,male,tom cruise,nm0000129_rm636792832_1962-7-3_2011_0.jpg,smile,"{'x': 996, 'y': 391, 'w': 387, 'h': 387}",29,"[996, 391, 1383, 778]",,1,41
395,395,23,white,29/nm0000129_rm768779264_1962-7-3_1986.jpg,male,tom cruise,nm0000129_rm768779264_1962-7-3_1986_0.jpg,no-smile,"{'x': 566, 'y': 365, 'w': 361, 'h': 361}",29,"[566, 365, 927, 726]",,1,41
396,396,39,white,29/nm0000129_rm807767040_1962-7-3_2002.jpg,male,tom cruise,nm0000129_rm807767040_1962-7-3_2002_0.jpg,no-smile,"{'x': 169, 'y': 296, 'w': 379, 'h': 379}",29,"[169, 296, 548, 675]",,1,41
397,397,48,white,29/nm0000129_rm841593600_1962-7-3_2011.jpg,male,tom cruise,nm0000129_rm841593600_1962-7-3_2011_0.jpg,smile,"{'x': 1017, 'y': 280, 'w': 145, 'h': 145}",29,"[1017, 280, 1162, 425]",,1,41
398,398,39,white,29/nm0000129_rm941984768_1962-7-3_2002.jpg,male,tom cruise,nm0000129_rm941984768_1962-7-3_2002_0.jpg,no-smile,"{'x': 906, 'y': 236, 'w': 299, 'h': 299}",29,"[906, 236, 1205, 535]",,1,41
399,399,52,white,29/nm0000129_rm994375168_1962-7-3_2015.jpg,male,tom cruise,nm0000129_rm994375168_1962-7-3_2015_0.jpg,smile,"{'x': 1319, 'y': 227, 'w': 336, 'h': 336}",29,"[1319, 227, 1655, 563]",,1,41
380,380,52,white,29/nm0000129_rm1011152384_1962-7-3_2015.jpg,male,tom cruise,nm0000129_rm1011152384_1962-7-3_2015_0.jpg,smile,"{'x': 523, 'y': 225, 'w': 221, 'h': 221}",29,"[523, 225, 744, 446]",,1,42
383,383,43,white,29/nm0000129_rm1586859008_1962-7-3_2006.jpg,male,tom cruise,nm0000129_rm1586859008_1962-7-3_2006_0.jpg,no-smile,"{'x': 572, 'y': 116, 'w': 511, 'h': 511}",29,"[572, 116, 1083, 627]",,1,42
384,384,48,white,29/nm0000129_rm1611905792_1962-7-3_2011.jpg,male,tom cruise,nm0000129_rm1611905792_1962-7-3_2011_0.jpg,smile,"{'x': 442, 'y': 233, 'w': 206, 'h': 206}",29,"[442, 233, 648, 439]",,1,42
385,385,49,white,29/nm0000129_rm1899015168_1962-7-3_2012.jpg,male,tom cruise,nm0000129_rm1899015168_1962-7-3_2012_0.jpg,smile,"{'x': 755, 'y': 198, 'w': 292, 'h': 292}",29,"[755, 198, 1047, 490]",,1,42
386,386,22,white,29/nm0000129_rm2024449792_1962-7-3_1985.jpg,male,tom cruise,nm0000129_rm2024449792_1962-7-3_1985_0.jpg,no-smile,"{'x': 255, 'y': 123, 'w': 90, 'h': 90}",29,"[255, 123, 345, 213]",,1,42
387,387,48,white,29/nm0000129_rm2081667840_1962-7-3_2011.jpg,male,tom cruise,nm0000129_rm2081667840_1962-7-3_2011_0.jpg,smile,"{'x': 347, 'y': 607, 'w': 776, 'h': 776}",29,"[347, 607, 1123, 1383]",,1,42
388,388,47,white,29/nm0000129_rm2242085376_1962-7-3_2010.jpg,male,tom cruise,nm0000129_rm2242085376_1962-7-3_2010_0.jpg,no-smile,"{'x': 111, 'y': 94, 'w': 76, 'h': 76}",29,"[111, 94, 187, 170]",,1,42
390,390,51,white,29/nm0000129_rm2561134336_1962-7-3_2014.jpg,male,tom cruise,nm0000129_rm2561134336_1962-7-3_2014_0.jpg,no-smile,"{'x': 919, 'y': 182, 'w': 145, 'h': 145}",29,"[919, 182, 1064, 327]",,1,42
391,391,49,white,29/nm0000129_rm2637670912_1962-7-3_2012.jpg,male,tom cruise,nm0000129_rm2637670912_1962-7-3_2012_0.jpg,no-smile,"{'x': 846, 'y': 234, 'w': 188, 'h': 188}",29,"[846, 234, 1034, 422]",,1,42
406,406,66,white,34/nm0000134_rm289965056_1943-8-17_2010.jpg,male,robert de niro,nm0000134_rm289965056_1943-8-17_2010_0.jpg,smile,"{'x': 1090, 'y': 300, 'w': 155, 'h': 155}",34,"[1090, 300, 1245, 455]",,1,42
413,413,66,white,34/nm0000134_rm373851136_1943-8-17_2010.jpg,male,robert de niro,nm0000134_rm373851136_1943-8-17_2010_0.jpg,smile,"{'x': 1151, 'y': 264, 'w': 179, 'h': 179}",34,"[1151, 264, 1330, 443]",,1,42
419,419,63,white,34/nm0000134_rm590256640_1943-8-17_2007.jpg,male,robert de niro,nm0000134_rm590256640_1943-8-17_2007_0.jpg,smile,"{'x': 90, 'y': 75, 'w': 134, 'h': 134}",34,"[90, 75, 224, 209]",,1,42
400,400,64,white,34/nm0000134_rm2439289344_1943-8-17_2008.jpg,male,robert de niro,nm0000134_rm2439289344_1943-8-17_2008_0.jpg,no-smile,"{'x': 51, 'y': 85, 'w': 153, 'h': 153}",34,"[51, 85, 204, 238]",,1,43
401,401,64,white,34/nm0000134_rm2489620992_1943-8-17_2008.jpg,male,robert de niro,nm0000134_rm2489620992_1943-8-17_2008_0.jpg,no-smile,"{'x': 83, 'y': 37, 'w': 82, 'h': 82}",34,"[83, 37, 165, 119]",,1,43
402,402,64,white,34/nm0000134_rm2573507072_1943-8-17_2008.jpg,male,robert de niro,nm0000134_rm2573507072_1943-8-17_2008_0.jpg,smile,"{'x': 227, 'y': 47, 'w': 84, 'h': 84}",34,"[227, 47, 311, 131]",,1,43
403,403,69,white,34/nm0000134_rm2654592256_1943-8-17_2013.jpg,male,robert de niro,nm0000134_rm2654592256_1943-8-17_2013_0.jpg,no-smile,"{'x': 1599, 'y': 315, 'w': 254, 'h': 254}",34,"[1599, 315, 1853, 569]",,1,43
404,404,38,white,34/nm0000134_rm2745148928_1943-8-17_1982.jpg,male,robert de niro,nm0000134_rm2745148928_1943-8-17_1982_0.jpg,smile,"{'x': 1131, 'y': 324, 'w': 361, 'h': 361}",34,"[1131, 324, 1492, 685]",,1,43
405,405,65,white,34/nm0000134_rm2880278016_1943-8-17_2009.jpg,male,robert de niro,nm0000134_rm2880278016_1943-8-17_2009_0.jpg,smile,"{'x': 563, 'y': 353, 'w': 630, 'h': 630}",34,"[563, 353, 1193, 983]",,1,43
407,407,69,white,34/nm0000134_rm3126906880_1943-8-17_2013.jpg,male,robert de niro,nm0000134_rm3126906880_1943-8-17_2013_0.jpg,no-smile,"{'x': 395, 'y': 264, 'w': 587, 'h': 587}",34,"[395, 264, 982, 851]",,1,43
408,408,71,white,34/nm0000134_rm3146052096_1943-8-17_2015.jpg,male,robert de niro,nm0000134_rm3146052096_1943-8-17_2015_0.jpg,smile,"{'x': 1067, 'y': 326, 'w': 206, 'h': 206}",34,"[1067, 326, 1273, 532]",,1,43
409,409,69,white,34/nm0000134_rm3194015744_1943-8-17_2013.jpg,male,robert de niro,nm0000134_rm3194015744_1943-8-17_2013_0.jpg,no-smile,"{'x': 493, 'y': 283, 'w': 314, 'h': 314}",34,"[493, 283, 807, 597]",,1,43
410,410,69,white,34/nm0000134_rm3301615104_1943-8-17_2013.jpg,male,robert de niro,nm0000134_rm3301615104_1943-8-17_2013_0.jpg,smile,"{'x': 280, 'y': 465, 'w': 832, 'h': 832}",34,"[280, 465, 1112, 1297]",,1,43
411,411,62,white,34/nm0000134_rm3395984128_1943-8-17_2006.jpg,male,robert de niro,nm0000134_rm3395984128_1943-8-17_2006_0.jpg,no-smile,"{'x': 85, 'y': 60, 'w': 108, 'h': 108}",34,"[85, 60, 193, 168]",,1,43
412,412,64,white,34/nm0000134_rm3515520000_1943-8-17_2008.jpg,male,robert de niro,nm0000134_rm3515520000_1943-8-17_2008_0.jpg,no-smile,"{'x': 238, 'y': 48, 'w': 85, 'h': 85}",34,"[238, 48, 323, 133]",,1,43
414,414,61,white,34/nm0000134_rm3785399040_1943-8-17_2005.jpg,male,robert de niro,nm0000134_rm3785399040_1943-8-17_2005_0.jpg,smile,"{'x': 70, 'y': 84, 'w': 124, 'h': 124}",34,"[70, 84, 194, 208]",,1,43
415,415,67,white,34/nm0000134_rm4052859392_1943-8-17_2011.jpg,male,robert de niro,nm0000134_rm4052859392_1943-8-17_2011_0.jpg,no-smile,"{'x': 419, 'y': 372, 'w': 415, 'h': 415}",34,"[419, 372, 834, 787]",,1,43
416,416,40,white,34/nm0000134_rm4075209984_1943-8-17_1984.jpg,male,robert de niro,nm0000134_rm4075209984_1943-8-17_1984_0.jpg,smile,"{'x': 882, 'y': 465, 'w': 415, 'h': 415}",34,"[882, 465, 1297, 880]",,1,43
417,417,58,white,34/nm0000134_rm4100757760_1943-8-17_2002.jpg,male,robert de niro,nm0000134_rm4100757760_1943-8-17_2002_0.jpg,no-smile,"{'x': 102, 'y': 83, 'w': 82, 'h': 82}",34,"[102, 83, 184, 165]",,1,43
418,418,56,white,34/nm0000134_rm4101019904_1943-8-17_2000.jpg,male,robert de niro,nm0000134_rm4101019904_1943-8-17_2000_0.jpg,no-smile,"{'x': 17, 'y': 51, 'w': 151, 'h': 151}",34,"[17, 51, 168, 202]",,1,43
717,717,38,white,36/nm0000136_rm37329408_1963-6-9_2001.jpg,male,johnny depp,nm0000136_rm37329408_1963-6-9_2001_0.jpg,no-smile,"{'x': 170, 'y': 47, 'w': 52, 'h': 52}",36,"[170, 47, 222, 99]",,1,40
706,706,47,white,36/nm0000136_rm230065152_1963-6-9_2010.jpg,male,johnny depp,nm0000136_rm230065152_1963-6-9_2010_0.jpg,no-smile,"{'x': 950, 'y': 353, 'w': 314, 'h': 314}",36,"[950, 353, 1264, 667]",,1,41
700,700,47,white,36/nm0000136_rm1068925952_1963-6-9_2010.jpg,male,johnny depp,nm0000136_rm1068925952_1963-6-9_2010_0.jpg,no-smile,"{'x': 1461, 'y': 164, 'w': 206, 'h': 206}",36,"[1461, 164, 1667, 370]",,1,42
701,701,47,white,36/nm0000136_rm1128435456_1963-6-9_2010.jpg,male,johnny depp,nm0000136_rm1128435456_1963-6-9_2010_0.jpg,smile,"{'x': 275, 'y': 189, 'w': 153, 'h': 153}",36,"[275, 189, 428, 342]",,1,42
702,702,47,white,36/nm0000136_rm1161989888_1963-6-9_2010.jpg,male,johnny depp,nm0000136_rm1161989888_1963-6-9_2010_0.jpg,smile,"{'x': 258, 'y': 155, 'w': 153, 'h': 153}",36,"[258, 155, 411, 308]",,1,42
703,703,36,white,36/nm0000136_rm1246403072_1963-6-9_1999.jpg,male,johnny depp,nm0000136_rm1246403072_1963-6-9_1999_0.jpg,no-smile,"{'x': 85, 'y': 68, 'w': 50, 'h': 50}",36,"[85, 68, 135, 118]",,1,42
704,704,36,white,36/nm0000136_rm1464506880_1963-6-9_1999.jpg,male,johnny depp,nm0000136_rm1464506880_1963-6-9_1999_0.jpg,no-smile,"{'x': 48, 'y': 96, 'w': 144, 'h': 144}",36,"[48, 96, 192, 240]",,1,42
705,705,41,white,36/nm0000136_rm1546099456_1963-6-9_2004.jpg,male,johnny depp,nm0000136_rm1546099456_1963-6-9_2004_0.jpg,smile,"{'x': 37, 'y': 50, 'w': 55, 'h': 55}",36,"[37, 50, 92, 105]",,1,42
707,707,46,white,36/nm0000136_rm2471790592_1963-6-9_2009.jpg,male,johnny depp,nm0000136_rm2471790592_1963-6-9_2009_0.jpg,smile,"{'x': 347, 'y': 434, 'w': 776, 'h': 776}",36,"[347, 434, 1123, 1210]",,1,42
708,708,47,white,36/nm0000136_rm2740293376_1963-6-9_2010.jpg,male,johnny depp,nm0000136_rm2740293376_1963-6-9_2010_0.jpg,smile,"{'x': 231, 'y': 296, 'w': 292, 'h': 292}",36,"[231, 296, 523, 588]",,1,42
709,709,48,white,36/nm0000136_rm2947004672_1963-6-9_2011.jpg,male,johnny depp,nm0000136_rm2947004672_1963-6-9_2011_0.jpg,smile,"{'x': 378, 'y': 453, 'w': 675, 'h': 675}",36,"[378, 453, 1053, 1128]",,1,42
710,710,41,white,36/nm0000136_rm3116669696_1963-6-9_2004.jpg,male,johnny depp,nm0000136_rm3116669696_1963-6-9_2004_0.jpg,no-smile,"{'x': 55, 'y': 128, 'w': 164, 'h': 164}",36,"[55, 128, 219, 292]",,1,42
711,711,47,white,36/nm0000136_rm3150545920_1963-6-9_2010.jpg,male,johnny depp,nm0000136_rm3150545920_1963-6-9_2010_0.jpg,no-smile,"{'x': 1319, 'y': 378, 'w': 336, 'h': 336}",36,"[1319, 378, 1655, 714]",,1,42
712,712,52,white,36/nm0000136_rm3213884416_1963-6-9_2015.jpg,male,johnny depp,nm0000136_rm3213884416_1963-6-9_2015_0.jpg,smile,"{'x': 321, 'y': 427, 'w': 956, 'h': 956}",36,"[321, 427, 1277, 1383]",,1,42
713,713,31,white,36/nm0000136_rm3507657216_1963-6-9_1994.jpg,male,johnny depp,nm0000136_rm3507657216_1963-6-9_1994_0.jpg,no-smile,"{'x': 139, 'y': 109, 'w': 87, 'h': 87}",36,"[139, 109, 226, 196]",,1,42
714,714,38,white,36/nm0000136_rm3605043456_1963-6-9_2001.jpg,male,johnny depp,nm0000136_rm3605043456_1963-6-9_2001_0.jpg,smile,"{'x': 114, 'y': 152, 'w': 170, 'h': 170}",36,"[114, 152, 284, 322]",,1,42
715,715,46,white,36/nm0000136_rm3697707008_1963-6-9_2009.jpg,male,johnny depp,nm0000136_rm3697707008_1963-6-9_2009_0.jpg,smile,"{'x': 195, 'y': 92, 'w': 102, 'h': 102}",36,"[195, 92, 297, 194]",,1,42
716,716,48,white,36/nm0000136_rm3700472320_1963-6-9_2011.jpg,male,johnny depp,nm0000136_rm3700472320_1963-6-9_2011_0.jpg,smile,"{'x': 374, 'y': 427, 'w': 477, 'h': 477}",36,"[374, 427, 851, 904]",,1,42
718,718,27,white,36/nm0000136_rm3734359552_1963-6-9_1990.jpg,male,johnny depp,nm0000136_rm3734359552_1963-6-9_1990_0.jpg,no-smile,"{'x': 824, 'y': 1315, 'w': 1471, 'h': 1471}",36,"[824, 1315, 2295, 2786]",,1,42
719,719,46,white,36/nm0000136_rm4184246272_1963-6-9_2009.jpg,male,johnny depp,nm0000136_rm4184246272_1963-6-9_2009_0.jpg,no-smile,"{'x': 292, 'y': 69, 'w': 76, 'h': 76}",36,"[292, 69, 368, 145]",,1,42
267,267,32,white,38/nm0000138_rm18061824_1974-11-11_2007.jpg,male,leonardo dicaprio,nm0000138_rm18061824_1974-11-11_2007_0.jpg,no-smile,"{'x': 59, 'y': 89, 'w': 132, 'h': 132}",38,"[59, 89, 191, 221]",,1,42
266,266,33,white,38/nm0000138_rm172332032_1974-11-11_2008.jpg,male,leonardo dicaprio,nm0000138_rm172332032_1974-11-11_2008_0.jpg,no-smile,"{'x': 245, 'y': 55, 'w': 81, 'h': 81}",38,"[245, 55, 326, 136]",,1,43
279,279,38,white,38/nm0000138_rm498574848_1974-11-11_2013.jpg,male,leonardo dicaprio,nm0000138_rm498574848_1974-11-11_2013_0.jpg,no-smile,"{'x': 1150, 'y': 246, 'w': 167, 'h': 167}",38,"[1150, 246, 1317, 413]",,1,43
260,260,27,white,38/nm0000138_rm1025808896_1974-11-11_2002.jpg,male,leonardo dicaprio,nm0000138_rm1025808896_1974-11-11_2002_0.jpg,no-smile,"{'x': 99, 'y': 88, 'w': 98, 'h': 98}",38,"[99, 88, 197, 186]",,1,44
261,261,35,white,38/nm0000138_rm1393459968_1974-11-11_2010.jpg,male,leonardo dicaprio,nm0000138_rm1393459968_1974-11-11_2010_0.jpg,no-smile,"{'x': 52, 'y': 63, 'w': 92, 'h': 92}",38,"[52, 63, 144, 155]",,1,44
262,262,37,white,38/nm0000138_rm1556917504_1974-11-11_2012.jpg,male,leonardo dicaprio,nm0000138_rm1556917504_1974-11-11_2012_0.jpg,smile,"{'x': 72, 'y': 528, 'w': 314, 'h': 314}",38,"[72, 528, 386, 842]",,1,44
263,263,32,white,38/nm0000138_rm1649842688_1974-11-11_2007.jpg,male,leonardo dicaprio,nm0000138_rm1649842688_1974-11-11_2007_0.jpg,no-smile,"{'x': 80, 'y': 96, 'w': 144, 'h': 144}",38,"[80, 96, 224, 240]",,1,44
264,264,36,white,38/nm0000138_rm1663676928_1974-11-11_2011.jpg,male,leonardo dicaprio,nm0000138_rm1663676928_1974-11-11_2011_0.jpg,no-smile,"{'x': 985, 'y': 264, 'w': 292, 'h': 292}",38,"[985, 264, 1277, 556]",,1,44
265,265,32,white,38/nm0000138_rm1683397120_1974-11-11_2007.jpg,male,leonardo dicaprio,nm0000138_rm1683397120_1974-11-11_2007_0.jpg,no-smile,"{'x': 115, 'y': 34, 'w': 60, 'h': 60}",38,"[115, 34, 175, 94]",,1,44
268,268,36,white,38/nm0000138_rm2116661760_1974-11-11_2011.jpg,male,leonardo dicaprio,nm0000138_rm2116661760_1974-11-11_2011_0.jpg,no-smile,"{'x': 737, 'y': 564, 'w': 387, 'h': 387}",38,"[737, 564, 1124, 951]",,1,44
269,269,29,white,38/nm0000138_rm2170591744_1974-11-11_2004.jpg,male,leonardo dicaprio,nm0000138_rm2170591744_1974-11-11_2004_0.jpg,no-smile,"{'x': 103, 'y': 47, 'w': 70, 'h': 70}",38,"[103, 47, 173, 117]",,1,44
270,270,29,white,38/nm0000138_rm2204146176_1974-11-11_2004.jpg,male,leonardo dicaprio,nm0000138_rm2204146176_1974-11-11_2004_0.jpg,smile,"{'x': 170, 'y': 45, 'w': 79, 'h': 79}",38,"[170, 45, 249, 124]",,1,44
271,271,31,white,38/nm0000138_rm2954336768_1974-11-11_2006.jpg,male,leonardo dicaprio,nm0000138_rm2954336768_1974-11-11_2006_0.jpg,smile,"{'x': 70, 'y': 88, 'w': 157, 'h': 157}",38,"[70, 88, 227, 245]",,1,44
272,272,31,white,38/nm0000138_rm3038222848_1974-11-11_2006.jpg,male,leonardo dicaprio,nm0000138_rm3038222848_1974-11-11_2006_0.jpg,smile,"{'x': 53, 'y': 67, 'w': 119, 'h': 119}",38,"[53, 67, 172, 186]",,1,44
273,273,29,white,38/nm0000138_rm3110115840_1974-11-11_2004.jpg,male,leonardo dicaprio,nm0000138_rm3110115840_1974-11-11_2004_0.jpg,smile,"{'x': 128, 'y': 79, 'w': 88, 'h': 88}",38,"[128, 79, 216, 167]",,1,44
274,274,35,white,38/nm0000138_rm3128594176_1974-11-11_2010.jpg,male,leonardo dicaprio,nm0000138_rm3128594176_1974-11-11_2010_0.jpg,smile,"{'x': 534, 'y': 321, 'w': 956, 'h': 956}",38,"[534, 321, 1490, 1277]",,1,44
275,275,33,white,38/nm0000138_rm3183184384_1974-11-11_2008.jpg,male,leonardo dicaprio,nm0000138_rm3183184384_1974-11-11_2008_0.jpg,smile,"{'x': 53, 'y': 53, 'w': 118, 'h': 118}",38,"[53, 53, 171, 171]",,1,44
276,276,31,white,38/nm0000138_rm3189217792_1974-11-11_2006.jpg,male,leonardo dicaprio,nm0000138_rm3189217792_1974-11-11_2006_0.jpg,smile,"{'x': 76, 'y': 66, 'w': 97, 'h': 97}",38,"[76, 66, 173, 163]",,1,44
277,277,32,white,38/nm0000138_rm3798702848_1974-11-11_2007.jpg,male,leonardo dicaprio,nm0000138_rm3798702848_1974-11-11_2007_0.jpg,smile,"{'x': 46, 'y': 116, 'w': 207, 'h': 207}",38,"[46, 116, 253, 323]",,1,44
278,278,32,white,38/nm0000138_rm4214004480_1974-11-11_2007.jpg,male,leonardo dicaprio,nm0000138_rm4214004480_1974-11-11_2007_0.jpg,smile,"{'x': 81, 'y': 69, 'w': 103, 'h': 103}",38,"[81, 69, 184, 172]",,1,44
1172,1172,35,white,39/nm0000139_rm5608960_1972-8-30_2008.jpg,female,cameron diaz,nm0000139_rm5608960_1972-8-30_2008_0.jpg,smile,"{'x': 85, 'y': 68, 'w': 152, 'h': 152}",39,"[85, 68, 237, 220]",,0,40
1167,1167,38,white,39/nm0000139_rm464174592_1972-8-30_2011.jpg,female,cameron diaz,nm0000139_rm464174592_1972-8-30_2011_0.jpg,no-smile,"{'x': 641, 'y': 416, 'w': 167, 'h': 167}",39,"[641, 416, 808, 583]",,0,42
1168,1168,38,white,39/nm0000139_rm501464064_1972-8-30_2011.jpg,female,cameron diaz,nm0000139_rm501464064_1972-8-30_2011_0.jpg,smile,"{'x': 563, 'y': 493, 'w': 630, 'h': 630}",39,"[563, 493, 1193, 1123]",,0,42
1169,1169,35,white,39/nm0000139_rm519608064_1972-8-30_2008.jpg,female,cameron diaz,nm0000139_rm519608064_1972-8-30_2008_0.jpg,smile,"{'x': 54, 'y': 109, 'w': 162, 'h': 162}",39,"[54, 109, 216, 271]",,0,42
1170,1170,32,white,39/nm0000139_rm523803392_1972-8-30_2005.jpg,female,cameron diaz,nm0000139_rm523803392_1972-8-30_2005_0.jpg,smile,"{'x': 63, 'y': 111, 'w': 141, 'h': 141}",39,"[63, 111, 204, 252]",,0,42
1171,1171,35,white,39/nm0000139_rm536385280_1972-8-30_2008.jpg,female,cameron diaz,nm0000139_rm536385280_1972-8-30_2008_0.jpg,smile,"{'x': 119, 'y': 65, 'w': 97, 'h': 97}",39,"[119, 65, 216, 162]",,0,42
1173,1173,41,white,39/nm0000139_rm645186048_1972-8-30_2014.jpg,female,cameron diaz,nm0000139_rm645186048_1972-8-30_2014_0.jpg,smile,"{'x': 385, 'y': 264, 'w': 179, 'h': 179}",39,"[385, 264, 564, 443]",,0,42
1174,1174,36,white,39/nm0000139_rm655591680_1972-8-30_2009.jpg,female,cameron diaz,nm0000139_rm655591680_1972-8-30_2009_0.jpg,no-smile,"{'x': 300, 'y': 300, 'w': 444, 'h': 444}",39,"[300, 300, 744, 744]",,0,42
1175,1175,36,white,39/nm0000139_rm722700544_1972-8-30_2009.jpg,female,cameron diaz,nm0000139_rm722700544_1972-8-30_2009_0.jpg,no-smile,"{'x': 1231, 'y': 191, 'w': 168, 'h': 168}",39,"[1231, 191, 1399, 359]",,0,42
1176,1176,39,white,39/nm0000139_rm859484928_1972-8-30_2012.jpg,female,cameron diaz,nm0000139_rm859484928_1972-8-30_2012_0.jpg,no-smile,"{'x': 1018, 'y': 239, 'w': 192, 'h': 192}",39,"[1018, 239, 1210, 431]",,0,42
1177,1177,31,white,39/nm0000139_rm914528256_1972-8-30_2004.jpg,female,cameron diaz,nm0000139_rm914528256_1972-8-30_2004_0.jpg,smile,"{'x': 71, 'y': 91, 'w': 90, 'h': 90}",39,"[71, 91, 161, 181]",,0,42
1178,1178,36,white,39/nm0000139_rm924027136_1972-8-30_2009.jpg,female,cameron diaz,nm0000139_rm924027136_1972-8-30_2009_0.jpg,no-smile,"{'x': 700, 'y': 95, 'w': 417, 'h': 417}",39,"[700, 95, 1117, 512]",,0,42
1160,1160,37,white,39/nm0000139_rm1024167680_1972-8-30_2010.jpg,female,cameron diaz,nm0000139_rm1024167680_1972-8-30_2010_0.jpg,smile,"{'x': 148, 'y': 39, 'w': 56, 'h': 56}",39,"[148, 39, 204, 95]",,0,43
1161,1161,28,white,39/nm0000139_rm1058970368_1972-8-30_2001.jpg,female,cameron diaz,nm0000139_rm1058970368_1972-8-30_2001_0.jpg,smile,"{'x': 107, 'y': 49, 'w': 86, 'h': 86}",39,"[107, 49, 193, 135]",,0,43
1162,1162,30,white,39/nm0000139_rm2693175552_1972-8-30_2003.jpg,female,cameron diaz,nm0000139_rm2693175552_1972-8-30_2003_0.jpg,no-smile,"{'x': 191, 'y': 89, 'w': 113, 'h': 113}",39,"[191, 89, 304, 202]",,0,43
